year,run_number,time_idx,RMSE,ME,RMSE_GP,ME_GP
2013,6,32,5.034879474047842,-0.20061952227264113,5.558553427474066,-1.4499662261764457
2013,7,32,5.097317028018519,0.7723607153558927,5.58299703232868,-0.6268819815490404
2013,8,32,5.1187601759222705,0.6257378966720016,5.624384708075416,-1.235381885651346
2013,9,32,5.074001346954837,0.49995027419143906,5.386466558765873,-0.9734205299923748
2013,10,32,5.20147651996402,0.31251774828456885,5.811057607891646,-1.325461167826009
2014,1,32,6.227356043031376,3.0336435732410343,5.532835161797735,1.8871543749379927
2014,2,32,6.336107127172201,2.92168598458191,5.388800870330172,1.0760615107597264
2014,3,32,6.124002992063803,2.4240710352435606,5.4401037337680425,1.4411595426954733
2014,4,32,6.168700649107842,2.9364067829250486,5.477236392186143,2.198387687921487
2014,5,32,6.29931101068646,2.6261631609135474,5.52877480730719,1.507402985873878
2014,6,32,6.335167147083001,3.01635813487847,5.52464253208278,1.6429048812925984
2014,7,32,6.26525226538798,2.683873991251957,5.839146179787419,1.8646659632752998
2014,8,32,6.202561848193013,2.5528028722394978,5.50503679199199,1.163383714209817
2014,9,32,6.005315113875012,2.1735766947510755,5.323994847213108,1.397367755815056
2014,10,32,6.5343236112571255,3.3156395653481425,5.762047026384647,1.8584761551758524
2015,1,32,6.244699137849085,3.8219080264536913,5.371506175369421,2.384036883205312
2015,2,32,6.390971744268641,3.7718092972851776,5.383545141780897,2.4412615526326786
2015,3,32,5.766163431084955,3.1053220991857926,5.213080083146949,2.4073369069986037
2015,4,32,6.537659602913377,4.155698106020122,5.5808542473357905,2.721986597615605
2015,5,32,6.452254978491977,4.129563609468117,5.462322555342703,2.176483967730033
2015,6,32,6.71073887501985,4.357637598085194,5.611107547395951,2.8264955521307407
2015,7,32,6.674322022547186,4.314367783017249,5.461552573236234,2.5470203228244936
2015,8,32,6.25868202255748,3.7274795241795733,5.178368511630871,2.1395326692766865
2015,9,32,6.105857477087855,3.5684184692963674,5.26199258223953,2.1899543096872947
2015,10,32,6.547959075318806,4.1860226342130025,5.4700399436457685,2.499311236234159
