year,run_number,time_idx,RMSE,ME
2009,1,32,4.623858170988649,0.4712552358353405
2009,2,32,4.791241985288825,-0.7365537751490576
2009,3,32,4.924396237025318,-0.3690045021268219
2009,4,32,4.518915694237579,-0.3032656444705365
2009,5,32,4.400707128809968,0.5066942735151811
2009,6,32,4.693235595993713,-0.26763540577040357
2009,7,32,4.795830897423146,0.2644388427533337
2009,8,32,4.5088360164262,-0.38311686409006634
2009,9,32,4.460548024568797,0.004090821790129771
2009,10,32,4.846873085353824,-0.6248041210752545
2010,1,32,4.766098565731711,0.5206854781445974
2010,2,32,4.975304330203528,0.7043058357756176
2010,3,32,4.684325029228437,0.46284030721455116
2010,4,32,4.726611765959268,0.6040839137631192
2010,5,32,4.635820059904132,0.7021464290219083
2010,6,32,4.835224036641352,0.7804588760018496
2010,7,32,4.763551227925642,0.5021179048700486
2010,8,32,4.669716686959383,-0.3619285282459565
2010,9,32,4.767152660189637,0.7692277510862903
2010,10,32,4.771169838396847,0.763509528116586
2011,1,32,5.439992537800905,-0.5416579969369681
2011,2,32,5.80600550516765,-1.5053561635837434
2011,3,32,5.552388640775008,-1.4364466740067598
2011,4,32,5.819513319181342,-0.9056829100201844
2011,5,32,5.582234502905701,-1.4491836991279747
2011,6,32,5.578538595304279,-0.6825524664228889
2011,7,32,5.5594245358319005,-1.2953272728403662
2011,8,32,5.623347023039719,-1.292453572097098
2011,9,32,5.5482201951550385,-1.2019817941507716
2011,10,32,5.6267004825799445,-0.8010314789547283
2012,1,32,6.160355316442869,0.47116961955405706
2012,2,32,5.840268199326636,-0.2887221644360732
2012,3,32,5.861623320219341,-0.42635078714670066
2012,4,32,5.977404462640038,-0.7041878966196656
2012,5,32,5.753515969594701,-0.6199747845047333
2012,6,32,5.947038608778919,-0.7528562966333134
2012,7,32,5.766101869861405,-0.1546716170552176
2012,8,32,6.055681352991382,0.5606164400370359
2012,9,32,5.657231652646548,-1.0082577483972532
2012,10,32,5.9509615030045255,-0.5388490031201552
2013,1,32,5.854076979020733,-2.044688664346075
2013,2,32,5.5363300644642335,-0.8212317125296887
2013,3,32,5.403708860999645,-0.6198471459178113
2013,4,32,5.720671385208653,-1.510730802276988
2013,5,32,5.691532633965829,-1.6497718290373458
2013,6,32,5.799146304076319,-1.2753259831495245
2013,7,32,5.572895168094587,-1.6622689264137887
2013,8,32,5.618759482731446,-1.285425702894339
2013,9,32,5.531556513461589,-1.3174391865566761
2013,10,32,5.551798442152233,-1.489837456796068
2014,1,32,5.959107664813309,-2.549398656477008
2014,2,32,6.194237308059153,-2.4352359797468712
2014,3,32,5.406901725663376,-0.9959106779935067
2014,4,32,5.799399354906391,-1.9812429971218752
2014,5,32,5.837919641741942,-2.3618054924062712
2014,6,32,6.068462537156976,-2.3814352707341615
2014,7,32,5.782609181704065,-2.2094484038359403
2014,8,32,5.947545729568508,-2.5270072406763653
2014,9,32,5.622715767730549,-2.139383416426809
2014,10,32,5.713191864705407,-1.6223110322527556
2015,1,32,4.782265776730094,0.9370262877658381
2015,2,32,4.658287505513658,0.7962516041835266
2015,3,32,4.814874550035749,1.4418736369857676
2015,4,32,4.520163861333838,0.8041875093608091
2015,5,32,4.533161239014242,0.9238057171443196
2015,6,32,4.581716437869582,0.3416200640609987
2015,7,32,4.526250234801144,1.0645097618047175
2015,8,32,4.2669503246381,0.4740653031043392
2015,9,32,4.428163208813526,0.5840755786588565
2015,10,32,4.52917152017444,0.6067275470381774
