year,run_number,time_idx,RMSE,ME
2009,1,32,5.562803368202322,1.089499351692451
2009,2,32,5.51223098882558,1.1339413375251377
2009,3,32,5.53070628320916,1.3201656567720557
2009,4,32,5.654210837436076,1.3552887304655334
2009,5,32,5.588886476015445,-0.22848092457365457
2009,6,32,5.414095962540319,-0.04698864430463989
2009,7,32,5.332908560325044,0.3173951436722546
2009,8,32,5.607470007119784,0.6930779443270918
2009,9,32,5.553438015359453,0.18401518358072275
2009,10,32,5.653104483862036,0.8698596527139817
2010,1,32,6.125630949534231,2.3141619615284346
2010,2,32,5.989697021363741,2.0464063637353638
2010,3,32,5.971008090053121,1.742470554300066
2010,4,32,6.150967128858886,2.2932734177821072
2010,5,32,5.9712851490475085,1.941305320448117
2010,6,32,5.919693740773108,1.8221862313191781
2010,7,32,6.099426999778357,2.2515635813796564
2010,8,32,5.987176969575975,2.0437261767216883
2010,9,32,6.009205531512284,2.127631484947722
2010,10,32,6.139268730742493,2.3243525795519133
2011,1,32,5.47838756440631,-1.351161011616895
2011,2,32,5.512993201904791,-1.2023483519341536
2011,3,32,5.44052877477248,-1.2714945884267237
2011,4,32,5.555655667373302,-1.4280006736706776
2011,5,32,5.439869973156786,-1.3098614674464912
2011,6,32,5.43380162314678,-1.0592292919280424
2011,7,32,5.518895287243288,-1.202057723027126
2011,8,32,5.467543833975826,-1.2384443173742599
2011,9,32,5.4698015428598294,-1.2840097913316861
2011,10,32,5.4116550433116535,-1.0567033318197652
2012,1,32,7.070813271814714,1.33796857767068
2012,2,32,7.017429300640434,1.4037517165395537
2012,3,32,6.987606843068131,1.358224772293744
2012,4,32,6.994279781025575,1.1425432892934202
2012,5,32,7.008504865158582,1.3289704230045065
2012,6,32,7.019355631311796,1.2697916748304157
2012,7,32,6.994646361755492,1.1228441456103293
2012,8,32,6.959298514477995,1.2232725722316637
2012,9,32,7.010095506623429,1.1910492678096787
2012,10,32,7.053685505281719,1.425765571891102
2013,1,32,5.48627766492436,0.5762465023046004
2013,2,32,5.514994820277401,0.730361055444788
2013,3,32,5.527787696258919,0.628784752677007
2013,4,32,5.497873375542317,0.6799218016887398
2013,5,32,5.480169283653563,0.5137789664772149
2013,6,32,5.497070280714367,0.668783046581127
2013,7,32,5.483268990526441,0.6033637160626949
2013,8,32,5.425570730340512,0.5560748645798169
2013,9,32,5.45550755308376,0.5632421430736902
2013,10,32,5.450802591672519,0.509256640252426
2014,1,32,5.296035107051546,1.08459268793886
2014,2,32,5.25754292294839,0.9652698995613376
2014,3,32,5.353029659848289,1.1517539957435186
2014,4,32,5.329780637788886,1.0019178635034807
2014,5,32,5.343423795566278,1.062294732221225
2014,6,32,5.319611164329036,0.9276964699852001
2014,7,32,5.350456130170462,1.183606506841868
2014,8,32,5.348507915823547,1.072329360302965
2014,9,32,5.364437388180409,1.1075239503271024
2014,10,32,5.319949885826215,1.0394999392119497
2015,1,32,5.378888519749066,2.449868996705353
2015,2,32,5.399316718375098,2.503441979560461
2015,3,32,5.41902498560858,2.5586479488612968
2015,4,32,5.410855484780561,2.576620864309643
2015,5,32,5.4378186946594615,2.5625580917514785
2015,6,32,5.48652149138165,2.6842610986131525
2015,7,32,5.5151131962264,2.7079346965382074
2015,8,32,5.502168764238973,2.7026557615176827
2015,9,32,5.442493446393803,2.6138891329004337
2015,10,32,5.496820273928715,2.6926360039550423
